G,R,2B,3B,HR,RBI,SO,BA,OPS,GDP,SF,Salary
154,107,34,2,21,54,133,0.285,0.885,3,2,7.029908295
160,100,35,1,33,108,136,0.285,0.811,15,3,7.017759405
151,66,26,3,10,73,67,0.284,0.728,11,8,5.715207227
147,80,27,10,24,73,146,0.284,0.843,11,6,6.626947484
149,86,36,4,17,84,143,0.284,0.818,10,10,5.70053797
158,68,39,2,6,48,68,0.284,0.693,17,4,6.838577069
131,73,25,6,18,69,79,0.284,0.823,12,5,7.169570288
152,64,31,2,5,52,85,0.283,0.678,24,8,5.697371983
156,88,51,3,14,71,113,0.283,0.746,15,3,5.709482373
162,91,35,5,27,99,115,0.283,0.822,17,3,7.133358115
155,70,36,2,14,82,53,0.282,0.75,29,6,6.838577069
158,77,38,3,20,80,145,0.28,0.784,16,5,6.573262626
147,59,25,6,18,82,69,0.28,0.795,16,8,6.27223263
135,83,26,10,12,35,138,0.28,0.784,6,1,5.692449033
144,67,21,2,10,47,84,0.279,0.732,13,4,6.294509025
162,82,36,0,25,106,117,0.279,0.819,20,4,7.356149959
153,75,28,11,4,47,77,0.279,0.707,11,1,6.670172639
147,52,26,5,8,46,83,0.279,0.73,21,2,7.033553646
156,83,33,4,18,81,108,0.278,0.756,17,2,7.072660275
141,52,27,2,14,79,79,0.278,0.758,19,6,6.749353885
136,85,31,2,13,72,59,0.277,0.757,5,7,7.107422381
156,64,34,0,23,80,114,0.277,0.785,21,1,6.713638332
157,75,27,2,7,67,103,0.276,0.721,13,5,5.712810316
147,84,26,2,26,79,133,0.275,0.809,16,3,7.145002096
157,77,36,3,12,71,91,0.275,0.756,18,6,6.733841718
145,81,33,10,8,52,127,0.273,0.759,8,3,6.470600284
139,65,21,4,27,83,97,0.272,0.818,5,4,5.692449033
142,90,29,1,36,104,62,0.272,0.904,20,5,6.896569016
142,54,33,2,12,52,95,0.272,0.783,9,3,7.123812797
129,99,30,7,12,49,129,0.272,0.754,12,3,6.537547073
134,48,24,1,17,70,76,0.272,0.722,14,6,6.868540292
156,91,17,4,4,67,97,0.271,0.659,19,6,6.674720266
138,68,33,5,6,54,59,0.271,0.683,14,5,6.971202634
160,89,24,0,10,59,76,0.271,0.685,17,8,7.169570288
160,91,39,3,32,88,162,0.269,0.842,16,6,6.771630279
156,79,43,4,10,48,100,0.268,0.726,12,4,6.364546891
154,75,39,1,20,74,110,0.268,0.832,7,4,5.733841718
151,64,22,8,22,53,118,0.268,0.796,6,1,6.420802815
133,49,29,4,10,52,72,0.267,0.706,16,2,5.61155538
141,50,17,6,3,41,95,0.265,0.69,10,3,6.123812797
156,90,27,6,20,81,141,0.265,0.749,4,6,6.950127608
153,84,27,4,17,62,147,0.264,0.728,8,6,6.31049713
130,75,21,6,6,50,132,0.263,0.676,2,3,6.838577069
159,66,27,0,25,76,73,0.263,0.738,14,2,6.838577069
149,94,27,2,27,70,161,0.263,0.818,12,4,6.982483645
160,89,43,1,30,109,185,0.262,0.807,9,5,6.868540292
138,53,26,1,9,60,106,0.262,0.721,25,3,6.491789583
150,57,15,3,7,35,63,0.262,0.639,6,2,6.806392386
131,93,22,3,22,66,65,0.261,0.779,7,8,6.838577069
151,80,24,2,18,103,98,0.261,0.706,19,9,6.996724084
147,66,21,6,8,49,104,0.26,0.698,6,3,6.345661547
160,79,32,2,22,69,122,0.26,0.764,8,5,5.701389695
118,82,24,0,28,73,84,0.259,0.856,13,4,7.139607065
152,62,36,0,17,77,110,0.259,0.734,12,6,7.197599012
139,79,38,2,23,92,187,0.259,0.842,15,1,7.107422381
136,52,20,0,10,58,47,0.258,0.702,12,6,6.606262886
146,76,31,4,12,36,86,0.258,0.729,7,1,6.294509025
153,61,27,1,9,56,73,0.256,0.698,19,4,6.692449033
145,73,23,3,30,87,140,0.256,0.859,4,3,6.197599012
151,84,32,1,34,101,156,0.255,0.791,11,4,7.248751534
151,74,30,3,12,63,102,0.254,0.665,18,10,5.715701493
129,44,22,1,14,52,112,0.254,0.701,11,4,5.709482373
139,82,31,6,14,54,115,0.252,0.748,6,5,5.694009686
160,65,36,2,6,39,93,0.252,0.667,12,3,7.034871714
137,56,32,3,21,68,94,0.251,0.77,6,5,6.345661547
133,62,24,4,16,53,85,0.251,0.757,14,3,6.511992969
151,73,32,5,21,79,158,0.25,0.739,16,9,7.391419038
141,59,35,2,13,50,142,0.25,0.747,9,2,6.926713158
125,62,26,0,23,63,123,0.249,0.745,14,2,5.683675109
116,62,26,0,24,62,140,0.249,0.845,10,1,5.723453315
148,70,27,7,2,32,100,0.249,0.645,6,1,5.685444132
149,52,24,3,9,43,96,0.248,0.674,10,3,5.717754898
157,76,27,6,17,59,55,0.248,0.692,16,4,5.684781592
135,49,28,1,14,55,99,0.247,0.71,13,4,6.537547073
145,74,27,2,22,63,138,0.246,0.763,11,4,7.034871714
161,59,34,2,10,44,129,0.245,0.631,21,1,7.034871714
147,72,33,4,18,66,120,0.244,0.726,14,4,5.690272114
126,41,16,0,12,54,74,0.244,0.669,12,4,7.123812797
136,66,35,2,14,64,114,0.242,0.7,10,5,6.806392386
152,56,25,0,21,77,96,0.241,0.69,17,7,5.685267553
135,74,21,4,26,80,137,0.24,0.737,8,3,6.922897955
131,53,19,0,20,50,119,0.238,0.746,11,1,5.704442148
152,70,19,3,20,62,131,0.237,0.735,13,4,6.993479029
148,59,29,0,22,79,104,0.235,0.704,7,12,6.733841718
158,57,20,4,4,52,84,0.234,0.559,12,4,6.470600284
150,63,29,3,19,73,125,0.234,0.721,14,3,5.723857497
159,85,30,2,34,100,184,0.234,0.747,18,4,5.725872789
152,70,22,2,36,100,186,0.233,0.77,16,4,5.838577069
136,42,26,0,12,42,83,0.233,0.651,13,4,5.713224521
160,71,40,2,23,80,127,0.233,0.742,12,2,6.432811723
147,60,24,1,23,60,117,0.232,0.736,10,8,5.694787914
148,30,14,8,3,42,96,0.227,0.565,19,1,6.236517078
127,51,21,0,15,55,108,0.226,0.703,13,1,6.922897955
148,64,24,2,29,82,212,0.223,0.77,8,5,5.687205978
135,55,14,0,21,67,154,0.22,0.699,9,3,6.780265293
149,60,15,0,34,86,189,0.219,0.762,2,3,7.169570288
141,49,25,1,7,41,64,0.208,0.569,22,6,5.743215344
136,60,10,3,22,55,171,0.179,0.671,7,3,7.107422381
148,78,39,1,24,103,96,0.336,0.957,19,9,5.897627091
161,109,40,0,44,139,98,0.33,0.999,28,6,7.328379603
157,107,29,6,31,96,132,0.327,0.953,9,5,6.267171728
139,129,27,8,30,83,139,0.326,0.963,7,7,5.683497318
156,95,33,2,36,102,82,0.321,0.921,8,9,7.181843588
154,108,36,3,41,112,128,0.319,0.987,12,5,6.84509804
147,81,31,4,10,85,88,0.319,0.861,23,3,7.362199639
159,99,32,0,15,58,90,0.316,0.791,24,1,7.204119983
138,65,28,0,22,76,55,0.315,0.874,10,5,6.851258349
161,72,32,1,29,107,111,0.313,0.882,20,4,6.903089987
161,105,48,1,33,94,96,0.313,0.929,22,2,7.146128036
162,83,33,1,30,108,84,0.313,0.94,19,7,7.364550995
140,81,24,1,16,92,133,0.313,0.817,15,3,7.255272505
132,51,32,3,5,54,61,0.309,0.762,13,4,5.63814468
119,76,35,0,22,92,89,0.307,0.876,15,7,5.694605199
156,87,32,4,7,74,49,0.306,0.753,12,9,5.698970004
156,91,41,2,21,93,112,0.306,0.883,15,5,7.1775365
117,70,22,4,4,40,71,0.305,0.773,9,1,5.702775078
147,65,29,3,15,61,74,0.304,0.859,7,4,6.559308011
157,93,37,8,25,91,92,0.304,0.85,18,5,7.079181246
135,89,31,5,22,85,115,0.303,0.881,11,3,6.703291378
156,93,44,6,26,85,86,0.302,0.882,15,2,6.740362689
156,81,42,6,10,70,69,0.301,0.796,19,9,6.67669361
143,72,18,11,13,53,128,0.3,0.863,5,2,6.371067862
137,103,29,10,16,66,134,0.3,0.856,9,3,5.698970004
149,92,50,3,27,105,82,0.3,0.901,14,4,6.77815125
159,75,47,1,18,108,110,0.299,0.806,10,8,7.431363764
144,66,22,0,26,75,83,0.298,0.857,16,2,7.079181246
157,95,36,2,27,102,132,0.295,0.877,16,5,7.231724383
161,93,51,5,14,72,140,0.294,0.822,14,3,6.779957051
124,70,13,6,0,32,54,0.294,0.675,8,4,5.692406235
155,68,30,7,5,52,100,0.293,0.721,14,0,6
144,70,25,1,20,79,122,0.293,0.839,19,2,5.705863712
129,70,25,5,23,82,102,0.292,0.861,9,3,6.812913357
130,72,33,2,25,73,113,0.292,0.845,17,1,5.70969387
156,62,40,3,6,65,82,0.291,0.735,12,4,5.709436183
147,80,34,4,7,37,74,0.29,0.74,8,4,5.683947131
141,67,31,5,8,45,61,0.29,0.74,11,2,6.705436047
141,81,39,3,15,65,60,0.29,0.797,9,6,6.916453949
151,81,37,4,10,50,55,0.288,0.787,6,5,6.427323786
149,63,37,4,6,60,56,0.288,0.75,7,4,5.694868328
154,95,38,15,8,56,97,0.288,0.778,6,4,6.698970004
162,103,39,3,32,82,126,0.287,0.839,15,2,6.792391689
147,57,32,3,8,67,115,0.287,0.725,26,5,6.770852012
160,86,37,12,11,57,56,0.287,0.78,10,6,7
158,85,31,9,3,62,96,0.286,0.727,15,3,6.494850022
145,82,43,1,20,82,130,0.286,0.85,9,9,5.683047038
161,95,31,2,31,115,157,0.286,0.875,7,5,6.540954809
141,65,25,2,15,88,130,0.286,0.829,15,2,6.770852012
148,103,31,2,43,128,162,0.285,0.93,9,9,7.138302698
154,85,50,0,30,105,76,0.285,0.859,19,6,7.079181246
149,79,36,1,20,89,124,0.284,0.812,13,3,7.039414119
162,78,29,12,14,78,100,0.283,0.753,15,5,5.753583059
155,88,43,2,16,67,150,0.283,0.815,10,1,6.69019608
128,71,38,4,4,41,62,0.283,0.738,10,1,6.477121255
162,77,28,6,9,55,61,0.283,0.696,12,5,7.255272505
145,93,36,1,25,95,116,0.282,0.824,20,4,7.08546897
131,81,29,6,9,50,109,0.281,0.76,1,1,5.694605199
136,48,28,5,15,76,132,0.281,0.777,18,4,5.694605199
147,86,30,1,18,77,79,0.281,0.75,19,4,7.096910013
151,93,24,0,42,110,94,0.28,0.941,6,7,6.544068044
150,107,24,4,17,67,121,0.28,0.785,7,6,6.829303773
129,62,27,0,14,69,104,0.28,0.768,11,8,5.698970004
135,68,18,4,27,77,78,0.278,0.827,8,4,6.77815125
156,79,27,3,8,67,70,0.277,0.682,26,6,7.204119983
134,56,34,1,18,75,98,0.275,0.781,17,8,6.544068044
155,96,26,10,9,57,155,0.274,0.739,2,4,6.835373452
149,69,30,7,12,53,65,0.274,0.719,9,4,6.602059991
145,68,28,3,27,86,103,0.274,0.832,3,7,6.352182518
155,47,39,0,9,62,101,0.273,0.741,14,4,6.146128036
125,73,26,3,11,48,86,0.273,0.729,9,2,5.683497318
134,61,26,1,22,73,116,0.273,0.787,11,3,6.47348697
122,74,17,1,18,57,116,0.272,0.783,13,5,7.477121255
148,75,36,0,24,93,141,0.272,0.837,9,5,7.010723865
154,76,35,1,33,100,138,0.271,0.853,10,9,6.903089987
143,70,35,1,16,68,99,0.27,0.762,18,2,6.658011397
139,75,20,0,33,85,169,0.27,0.827,8,3,5.688419822
133,44,20,1,13,52,107,0.27,0.786,17,4,5.69019608
139,98,26,9,22,59,120,0.27,0.817,8,3,6.477121255
149,91,35,4,30,83,151,0.27,0.841,13,3,6.954242509
157,88,39,7,20,74,103,0.27,0.848,13,6,6.653212514
151,83,26,1,32,97,124,0.269,0.842,9,4,7.115610512
158,93,30,6,27,82,152,0.269,0.814,4,3,5.752048448
138,65,18,1,1,40,65,0.268,0.66,9,4,6.439332694
144,66,19,3,32,95,153,0.268,0.808,12,2,5.698970004
134,63,26,2,19,77,102,0.267,0.773,19,10,7.146128036
130,70,34,1,22,81,129,0.267,0.807,11,6,6.477121255
151,54,27,1,18,74,112,0.267,0.707,20,7,6.829303773
158,59,24,4,9,73,77,0.265,0.651,15,4,6.698970004
121,69,18,3,5,49,57,0.264,0.671,7,4,6.812913357
147,53,27,1,9,77,49,0.264,0.697,13,6,7.278753601
148,76,28,8,9,50,89,0.263,0.753,9,4,6.62838893
151,68,33,2,32,108,153,0.262,0.821,18,3,7.255272505
159,86,45,0,24,90,140,0.26,0.779,7,4,6.740362689
135,46,20,0,15,62,99,0.26,0.685,15,7,5.687439775
145,85,30,1,35,110,141,0.26,0.89,15,6,6.84509804
120,68,25,7,11,46,64,0.259,0.742,9,2,6.77815125
147,91,33,2,23,94,129,0.259,0.796,10,9,5.728353782
155,62,35,1,20,86,110,0.259,0.738,9,4,5.685114469
152,86,22,4,14,76,109,0.257,0.714,12,6,5.683137131
157,79,29,4,24,92,132,0.257,0.759,17,3,7.176091259
157,105,42,5,19,72,90,0.256,0.749,14,5,6.860338007
147,64,18,1,25,78,120,0.255,0.744,18,4,6.397940009
154,72,29,7,11,55,80,0.255,0.704,5,3,6.977723605
156,73,26,4,7,44,58,0.254,0.653,11,1,5.698970004
145,58,22,1,9,51,70,0.253,0.644,21,4,6.698970004
141,75,30,4,30,90,151,0.253,0.833,11,6,6.875061263
160,87,26,4,24,104,145,0.253,0.743,14,7,7.017033339
155,89,35,5,34,99,155,0.252,0.841,5,7,6.698970004
138,55,20,0,10,53,59,0.252,0.692,6,4,6.498310554
143,72,27,2,18,76,101,0.252,0.785,21,8,5.700617196
123,66,27,1,24,84,83,0.251,0.807,11,12,7.352182518
136,57,28,0,13,60,77,0.25,0.663,6,6,6.079181246
156,102,33,5,23,68,96,0.25,0.743,9,3,7.043362278
144,67,27,1,23,83,112,0.249,0.764,17,3,5.698970004
160,82,37,2,17,56,189,0.247,0.717,11,2,5.704150517
139,71,31,3,19,57,132,0.247,0.738,6,1,5.689397663
138,72,33,4,15,35,113,0.246,0.687,11,3,5.681241237
132,85,19,7,13,47,120,0.246,0.702,7,1,5.687439775
146,79,29,3,28,78,169,0.246,0.752,13,8,6.84509804
149,64,25,1,30,85,180,0.244,0.784,10,3,5.84509804
147,67,20,5,8,45,110,0.243,0.656,12,3,6
149,69,34,1,20,73,124,0.242,0.708,4,5,5.687751848
156,85,29,5,32,85,151,0.242,0.768,15,4,5.685741739
132,52,22,2,12,54,104,0.24,0.659,11,2,5.701136066
150,58,32,3,13,63,105,0.239,0.689,20,2,6.740362689
158,85,30,2,22,68,106,0.238,0.671,21,2,6.916453949
148,58,26,3,16,49,119,0.235,0.665,14,1,6.829303773
122,72,15,2,19,60,108,0.235,0.745,10,3,6.8431408
151,62,24,0,16,60,89,0.234,0.668,10,2,5.716003344
160,102,18,4,43,106,195,0.232,0.811,5,7,7.001084381
152,65,22,2,14,60,95,0.232,0.663,10,5,5.701136066
157,85,29,4,21,63,169,0.23,0.728,9,2,7
156,66,26,0,32,90,141,0.227,0.771,10,3,5.704742333
153,84,22,2,12,50,124,0.226,0.622,3,1,6.322219295
142,61,19,2,16,55,159,0.225,0.678,8,4,6.767155866
151,75,21,5,23,75,149,0.223,0.689,7,4,6.431363764
135,65,26,0,23,69,159,0.221,0.763,19,2,6.893946645
118,54,15,8,2,20,70,0.221,0.609,5,3,5.683497318
154,86,29,0,19,78,168,0.22,0.732,8,3,7.113943352
132,49,14,0,19,51,111,0.217,0.654,12,2,5.694692926
136,75,13,2,14,40,166,0.213,0.61,2,1,6.722222464
151,87,19,0,41,96,222,0.204,0.8,8,4,7.146128036
160,72,17,2,19,61,182,0.197,0.684,10,3,6.462397998
161,111,48,0,30,105,89,0.344,1.033,24,5,7.311850036
159,108,45,3,27,117,119,0.338,0.957,28,5,6.812055175
159,88,41,6,11,106,78,0.338,0.854,17,9,7.211694968
126,101,31,16,7,44,41,0.337,0.877,5,4,7.050937264
150,109,38,6,33,111,93,0.332,0.994,9,3,6.70654499
145,76,40,0,12,103,51,0.33,0.85,20,7,7.086756232
161,115,33,4,39,126,159,0.324,0.986,16,7,6.858833334
158,119,46,5,32,105,98,0.321,0.928,8,5,6.405514994
154,84,38,5,22,97,124,0.314,0.871,15,5,6.846424076
146,84,40,1,29,96,83,0.309,0.953,24,1,7.109665511
161,101,40,3,29,103,129,0.309,0.947,20,6,7.072032975
158,91,36,9,10,66,96,0.307,0.773,20,4,5.651027662
159,102,37,3,21,91,85,0.307,0.861,12,7,6.76724283
146,44,24,2,10,48,66,0.306,0.8,13,3,6.48469624
149,80,35,1,26,93,69,0.306,0.871,12,8,7.174153096
155,102,44,5,18,87,94,0.305,0.809,12,5,6.104484999
139,55,32,1,14,65,44,0.305,0.814,21,4,6.740972895
151,101,45,4,23,87,139,0.303,0.879,9,3,6.153703021
146,73,36,0,31,95,126,0.303,0.91,9,4,6.028764285
149,105,24,2,43,103,111,0.302,1.056,8,4,6.910664973
159,104,46,7,28,118,96,0.302,0.882,18,8,7.007574986
143,81,36,2,30,105,79,0.302,0.916,16,5,6.753819857
145,90,23,2,31,94,93,0.301,0.959,7,4,6.910664973
142,78,39,6,22,84,88,0.3,0.91,18,4,7.308604981
149,69,25,0,31,105,89,0.3,0.906,14,11,7.086756232
150,94,38,2,18,82,85,0.3,0.81,15,6,7.058727508
162,95,36,1,38,120,106,0.299,0.981,17,6,7.197906684
146,68,25,3,21,86,95,0.299,0.824,17,9,6.731850855
147,105,29,0,37,99,58,0.299,0.906,29,7,7.211694968
121,80,31,5,25,94,93,0.298,0.882,8,10,7.018298851
159,56,24,2,10,37,81,0.297,0.768,11,4,5.626668316
131,84,24,4,6,61,81,0.297,0.743,10,5,7.183666245
124,82,33,0,32,105,53,0.296,0.892,13,8,7.15986333
152,78,26,7,5,36,129,0.296,0.753,4,5,5.635963916
124,83,36,0,22,75,93,0.296,0.912,21,2,7.239299369
141,63,33,4,19,82,131,0.295,0.895,8,8,5.635963916
127,92,27,3,26,92,105,0.295,0.889,11,6,6.162476815
158,94,34,10,2,50,140,0.294,0.734,6,4,6.55164303
128,66,27,3,19,78,82,0.293,0.799,13,5,5.624575327
135,67,30,0,11,62,103,0.292,0.789,8,3,6.985298591
159,74,44,0,19,95,95,0.291,0.822,16,7,6.70654499
146,52,14,6,0,17,58,0.29,0.706,3,1,6.405514994
133,77,24,3,11,48,70,0.29,0.782,14,5,6.469972984
145,60,30,1,13,63,56,0.29,0.733,23,4,6.747937675
159,105,39,5,31,88,126,0.289,0.898,8,4,6.635963916
141,54,23,0,6,46,48,0.288,0.74,11,2,6.308604981
158,56,30,1,12,65,67,0.288,0.755,8,5,6.695549606
153,77,47,4,20,87,123,0.285,0.805,17,10,6.405514994
130,80,25,4,26,63,114,0.285,0.866,12,1,6.882636249
140,86,30,6,18,63,119,0.285,0.802,18,0,6.532619793
139,70,29,2,20,70,95,0.284,0.805,18,3,7.02979709
160,72,31,1,15,73,75,0.284,0.756,16,6,7.021465046
147,67,32,9,15,59,93,0.284,0.83,9,7,5.640032278
157,67,32,0,21,76,142,0.282,0.795,15,5,5.625099521
140,65,36,1,18,86,97,0.282,0.82,14,4,6.512724964
151,68,26,2,25,83,113,0.28,0.785,16,12,6.519458347
150,96,27,3,5,60,74,0.279,0.708,17,1,5.662886335
143,71,33,8,10,59,68,0.279,0.743,13,3,6.495420106
158,80,17,4,2,50,41,0.279,0.657,7,3,6.936993911
132,95,27,16,17,61,63,0.279,0.847,4,0,6.885521937
141,69,32,2,19,75,106,0.277,0.825,7,7,5.637494021
122,46,14,0,5,50,44,0.277,0.674,15,8,6.727734289
143,66,23,6,2,43,67,0.276,0.666,14,4,5.627711041
148,55,24,8,7,49,67,0.276,0.696,12,8,6.405514994
126,56,33,1,18,70,80,0.275,0.814,10,6,7.153703021
155,66,38,4,18,94,60,0.275,0.788,9,6,7.286328587
151,87,32,3,25,92,119,0.273,0.792,10,4,6.324593087
159,76,36,4,12,83,112,0.273,0.742,15,8,5.648056423
134,70,36,0,17,55,77,0.272,0.787,17,3,6.308604981
161,80,22,3,5,47,69,0.272,0.645,11,4,7.262847491
147,72,26,11,12,43,124,0.271,0.765,7,1,5.624575327
128,51,19,0,24,71,89,0.27,0.817,10,2,6.820488342
129,76,27,0,30,80,92,0.269,0.801,10,5,6.774730852
158,81,31,2,15,70,84,0.269,0.727,19,5,6.466212835
118,77,26,2,20,49,107,0.269,0.818,6,3,6.882636249
156,99,46,6,20,91,128,0.269,0.822,9,5,6.660787499
142,87,22,2,16,63,59,0.268,0.736,9,3,6.936993911
124,54,21,1,12,64,85,0.268,0.695,19,5,6.737953454
125,84,35,15,5,45,130,0.266,0.796,6,1,5.634940842
159,72,35,0,19,78,97,0.266,0.779,18,7,5.642052256
136,69,27,5,8,54,65,0.264,0.693,11,6,6.76724283
137,82,24,8,9,40,125,0.264,0.716,6,2,5.6401335
148,57,26,2,8,58,104,0.264,0.687,5,4,5.630824276
139,63,22,0,5,36,83,0.263,0.67,14,1,5.632372565
124,64,28,1,29,87,116,0.263,0.821,8,3,6.56986785
146,59,27,3,8,35,110,0.262,0.712,8,2,7.168942988
156,136,26,10,41,119,169,0.262,0.916,12,7,6.927959228
156,80,24,2,23,82,125,0.262,0.765,24,3,7.274746714
123,68,24,4,7,56,62,0.262,0.694,4,5,6.55164303
150,79,30,5,34,87,166,0.262,0.893,11,6,5.626668316
139,72,28,0,22,68,84,0.262,0.778,16,1,5.66271342
150,79,29,7,16,73,92,0.261,0.743,4,5,6.727734289
129,66,26,2,13,57,52,0.26,0.687,16,3,6.498936679
150,81,30,0,23,85,125,0.26,0.822,18,8,6.961817495
159,87,19,8,7,36,93,0.259,0.713,5,2,5.73144095
158,87,34,5,23,89,126,0.259,0.82,7,6,5.663193569
134,60,22,1,16,51,92,0.259,0.733,9,3,5.636984585
132,46,23,1,11,74,76,0.258,0.701,16,9,6.519458347
120,68,32,2,17,80,100,0.258,0.833,14,4,7.095711074
157,84,27,2,32,97,158,0.256,0.814,8,2,6.48469624
130,65,29,7,11,56,104,0.255,0.694,7,4,7.308604981
155,121,34,4,32,77,71,0.255,0.832,17,2,6.799966675
158,69,21,8,4,46,73,0.254,0.633,10,3,5.639018755
149,65,31,1,29,87,120,0.254,0.768,17,4,5.624575327
142,54,30,1,8,60,113,0.253,0.717,8,3,6.961817495
154,65,27,5,8,49,139,0.253,0.656,9,5,5.652505694
152,81,30,1,33,116,172,0.253,0.835,10,5,7.308604981
152,51,27,3,13,68,63,0.252,0.652,16,10,6.648553043
125,56,16,0,26,87,107,0.251,0.734,12,8,6.70654499
141,58,28,0,12,72,84,0.251,0.696,10,9,6.635963916
153,90,22,11,10,45,181,0.249,0.69,11,3,5.651027662
143,86,25,2,19,65,98,0.249,0.768,6,2,5.6344284
132,55,24,1,7,41,75,0.248,0.634,8,2,6.785726236
156,90,26,1,39,111,110,0.248,0.835,12,8,7.359757504
123,54,25,4,23,72,99,0.247,0.797,9,4,5.624575327
137,61,27,3,8,61,72,0.246,0.655,10,7,6.70654499
150,45,27,1,12,59,90,0.246,0.676,11,9,7.007574986
154,63,28,2,15,72,102,0.246,0.677,15,4,5.648553043
136,69,26,0,29,98,150,0.246,0.81,6,8,6.785726236
139,61,22,3,2,40,98,0.245,0.615,13,6,6.609634977
123,59,19,1,12,57,109,0.245,0.703,8,6,7.211694968
144,65,31,1,20,84,106,0.245,0.707,13,5,7.092746643
133,78,26,1,31,99,93,0.244,0.85,11,5,6.405514994
137,50,27,1,26,88,113,0.244,0.759,15,2,7.262847491
158,92,22,3,15,44,205,0.243,0.686,2,1,5.660787499
153,82,27,4,23,81,161,0.243,0.759,16,3,6.691072303
149,59,27,1,15,56,126,0.241,0.642,19,2,6.405514994
131,60,20,5,10,46,86,0.24,0.698,14,4,6.785726236
155,84,35,2,27,79,133,0.239,0.808,15,7,5.627294251
139,56,23,0,13,75,124,0.237,0.674,9,6,6.838484285
134,54,26,0,14,44,64,0.237,0.686,14,7,6.539053903
158,72,29,5,21,66,166,0.236,0.737,6,4,5.625623082
156,89,38,3,20,71,139,0.236,0.751,3,7,6.723578329
161,88,22,1,36,82,156,0.233,0.764,9,3,7.007574986
150,69,26,1,20,58,160,0.232,0.718,10,4,7.153703021
150,60,23,0,10,44,111,0.23,0.633,6,3,5.693316724
140,41,15,1,16,57,115,0.227,0.683,11,1,6.785726236
145,64,22,2,13,44,68,0.227,0.613,20,4,7.086756232
153,72,27,3,28,80,161,0.225,0.819,6,7,7.00583415
129,75,24,6,14,53,116,0.225,0.688,10,3,5.518119996
130,54,19,1,19,62,140,0.224,0.641,7,8,6.519458347
155,46,24,2,13,67,104,0.223,0.626,19,8,5.677820839
147,75,27,7,21,58,163,0.222,0.717,3,0,6.378642848
155,84,27,1,37,86,196,0.221,0.806,11,4,6.734573686
131,60,15,4,25,66,86,0.218,0.66,8,3,7.369302822
133,95,40,3,32,100,95,0.359,1.044,11,4,6.532557194
145,111,34,9,34,117,135,0.336,0.974,9,7,5.629199867
150,111,45,1,38,126,95,0.328,1.042,17,8,7.326025203
137,88,43,1,9,75,53,0.327,0.871,19,6,7.120181827
150,106,36,2,37,113,125,0.324,1.024,11,3,5.740833137
154,84,49,2,28,102,82,0.321,0.919,25,7,6.974916343
134,65,15,3,8,47,62,0.321,0.775,14,2,6.368003849
160,103,41,3,29,109,77,0.319,0.914,19,5,6.974916343
158,77,45,0,15,78,78,0.318,0.857,32,9,5.692771691
162,74,30,3,6,43,86,0.315,0.754,3,1,7.275946338
122,89,32,3,27,95,78,0.315,0.949,17,5,6.576976334
158,95,45,1,28,103,93,0.312,0.922,13,2,7.253669944
149,89,30,1,39,111,110,0.312,0.977,9,6,7.099855079
159,115,39,1,42,118,76,0.312,1.011,23,6,7.231527199
154,110,30,13,19,90,104,0.307,0.851,2,5,7.020673833
140,100,40,3,15,66,86,0.307,0.809,13,6,5.66412651
142,85,32,0,25,85,98,0.307,0.899,16,5,6.828546965
157,101,45,1,25,103,105,0.304,0.866,17,3,6.020673833
127,64,32,1,20,79,52,0.302,0.844,17,5,6.907164558
125,53,31,5,3,41,71,0.3,0.755,14,4,5.535848006
144,81,31,2,22,90,118,0.3,0.885,11,2,5.684468956
152,83,27,1,29,115,60,0.3,0.841,19,6,7.196765092
142,92,28,2,21,76,93,0.3,0.853,14,5,6.86886295
160,87,33,0,31,101,114,0.298,0.904,15,4,6.699647209
132,76,27,2,6,52,47,0.298,0.726,14,8,6.761036523
153,77,46,1,21,112,81,0.298,0.826,16,9,6.435647181
160,79,45,3,12,60,93,0.297,0.805,18,5,6.849977606
134,63,14,7,6,51,83,0.297,0.724,10,6,6.238157778
156,106,46,2,27,85,147,0.296,0.921,11,9,6.867320162
151,96,46,5,22,104,124,0.294,0.879,15,10,6.020673833
152,84,39,2,12,66,98,0.293,0.775,12,2,6.497795088
151,103,34,10,4,41,170,0.293,0.745,5,3,5.622733825
139,71,33,1,23,82,102,0.292,0.857,11,6,6.816553851
157,100,35,5,26,86,91,0.29,0.891,17,7,6.497795088
151,80,31,7,11,69,97,0.29,0.765,9,3,6.182041836
137,62,34,1,6,59,36,0.288,0.744,15,4,6.081371674
150,91,33,3,29,89,139,0.288,0.87,13,2,6.849977606
159,100,31,0,33,105,149,0.287,0.877,9,5,6.912768436
154,94,35,5,16,56,89,0.286,0.814,6,7,5.646500547
157,70,38,1,23,104,102,0.285,0.801,18,8,5.651609952
133,66,34,3,20,83,82,0.285,0.854,12,8,6.939315738
143,66,28,3,5,52,78,0.284,0.697,10,5,6.151007602
154,93,36,5,26,71,148,0.284,0.865,12,2,6.471692285
149,76,25,5,19,69,119,0.284,0.767,17,2,5.688126786
147,89,29,3,21,88,93,0.284,0.791,21,5,7.007445568
131,70,29,1,27,72,98,0.284,0.902,9,7,6.628128857
157,99,36,3,21,91,115,0.284,0.774,21,11,7.224793816
145,91,34,4,31,102,140,0.283,0.865,14,5,6.701915071
157,87,36,3,29,103,161,0.283,0.856,12,12,7.022839895
